"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"data.brla.gov","2025","/government/2025-contracts-less-than-50-000/xvu8-amb5/revisions/0/soql","http://data.brla.gov/government/2025-contracts-less-than-50-000/xvu8-amb5/revisions/0/soql","44","44","224.60","0","0.00","0.07"
"data.brla.gov","2025","/housing-and-development/benchmark/4upw-qimu","http://data.brla.gov/housing-and-development/benchmark/4upw-qimu","44","44","5.00","0","0.00","0.07"
"data.brla.gov","2025","/d/xusf-fqn8/edit_metadata","http://data.brla.gov/d/xusf-fqn8/edit_metadata","44","44","50.70","0","0.00","0.07"
"data.brla.gov","2025","/housing-and-development/benchmark/4upw-qimu/about_data","http://data.brla.gov/housing-and-development/benchmark/4upw-qimu/about_data","44","44","0.25","0","0.00","1.00"
"data.brla.gov","2025","/dataset/business","http://data.brla.gov/dataset/business","44","44","6.82","44","0.07","0.07"
"data.brla.gov","2025","/w/q5s6-jbef/default","http://data.brla.gov/w/q5s6-jbef/default","44","44","0.25","44","1.00","1.00"
"data.brla.gov","2025","/business-and-financial/senior-citizen-center/bjay-xnyr/about_data","http://data.brla.gov/business-and-financial/senior-citizen-center/bjay-xnyr/about_data","44","44","319.65","0","0.00","0.11"
"data.brla.gov","2025","/government/council-district_2025/785e-vg75","http://data.brla.gov/government/council-district_2025/785e-vg75","44","44","5.03","0","0.00","0.07"
"data.brla.gov","2025","/oauth/authorize","http://data.brla.gov/oauth/authorize","44","44","0.25","0","0.00","1.00"
"data.brla.gov","2025","/transportation-and-infrastructure/legacy-traffic-signals/i5j3-69mv/about_data","http://data.brla.gov/transportation-and-infrastructure/legacy-traffic-signals/i5j3-69mv/about_data","44","44","0.25","44","1.00","1.00"
"data.brla.gov","2025","/dataset/flood-panel","http://data.brla.gov/dataset/flood-panel","44","44","0.25","44","1.00","1.00"
"data.brla.gov","2025","/culture-and-recreation/brec-park-amenities/phg8-g77c/about_data","http://data.brla.gov/culture-and-recreation/brec-park-amenities/phg8-g77c/about_data","44","44","8.39","0","0.00","0.11"
"data.brla.gov","2025","/government/contracts-50-000-under-by-vendor-count/j5xr-yiye/edit","http://data.brla.gov/government/contracts-50-000-under-by-vendor-count/j5xr-yiye/edit","44","44","7.24","0","0.00","0.07"
"data.brla.gov","2025","/business-and-financial/pharmacy/iga7-fb2n","http://data.brla.gov/business-and-financial/pharmacy/iga7-fb2n","43","43","10.20","43","0.21","0.21"
"data.brla.gov","2025","/housing-and-development/property-information/re5c-hrw9/3406178","http://data.brla.gov/housing-and-development/property-information/re5c-hrw9/3406178","43","43","4.17","43","0.21","0.21"
"data.brla.gov","2025","/w/59gn-d4wm/default","http://data.brla.gov/w/59gn-d4wm/default","43","43","0.25","43","1.00","1.00"
"data.brla.gov","2025","/housing-and-development/property-information/re5c-hrw9/3406178/about_data","http://data.brla.gov/housing-and-development/property-information/re5c-hrw9/3406178/about_data","43","43","0.25","0","0.00","1.00"
"data.brla.gov","2025","/culture-and-recreation/church/mn92-zncf","http://data.brla.gov/culture-and-recreation/church/mn92-zncf","43","43","0.25","0","0.00","1.00"
"data.brla.gov","2025","/d/puvg-q6uk/visualization","http://data.brla.gov/d/puvg-q6uk/visualization","43","43","22.24","0","0.00","0.21"
"data.brla.gov","2025","/housing-and-development/address-label/az2g-ktf6","http://data.brla.gov/housing-and-development/address-label/az2g-ktf6","43","43","5.00","0","0.00","0.00"
"data.brla.gov","2025","/housing-and-development/lot-profile/qhdb-cbvf","http://data.brla.gov/housing-and-development/lot-profile/qhdb-cbvf","43","43","17.50","0","0.00","0.00"
"data.brla.gov","2025","/public-safety/school-gun-free-zone/b6gs-42fc/related_content","http://data.brla.gov/public-safety/school-gun-free-zone/b6gs-42fc/related_content","43","43","12.94","0","0.00","0.00"
"data.brla.gov","2025","/government/2016-department-salary-comparison/v5gr-482h/data_preview","http://data.brla.gov/government/2016-department-salary-comparison/v5gr-482h/data_preview","43","43","15.89","0","0.00","0.00"
"data.brla.gov","2025","/housing-and-development/group-and-nursing-homes/q5s6-jbef","http://data.brla.gov/housing-and-development/group-and-nursing-homes/q5s6-jbef","43","43","5.98","43","0.21","0.21"
"data.brla.gov","2025","/public-safety/baton-rouge-police-crime-incidents/pbin-pcm7>>","http://data.brla.gov/public-safety/baton-rouge-police-crime-incidents/pbin-pcm7>>","43","43","0.25","43","1.00","1.00"
"data.brla.gov","2025","/government/landscape-maintenance-agreement/eyp8-c7wc/data_preview","http://data.brla.gov/government/landscape-maintenance-agreement/eyp8-c7wc/data_preview","43","43","0.25","43","1.00","1.00"
"data.brla.gov","2025","/transportation-and-infrastructure/aviation/58x5-i3iv/data_preview","http://data.brla.gov/transportation-and-infrastructure/aviation/58x5-i3iv/data_preview","43","43","0.25","0","0.00","1.00"
"data.brla.gov","2025","/transportation-and-infrastructure/grease-trap/9ait-3ztk/data_preview","http://data.brla.gov/transportation-and-infrastructure/grease-trap/9ait-3ztk/data_preview","42","42","18.31","0","0.00","0.21"
"data.brla.gov","2025","/w/dakq-4sda/_variation_","http://data.brla.gov/w/dakq-4sda/_variation_","42","42","38.39","0","0.00","0.00"
"data.brla.gov","2025","/d/ir77-bp8g/visualization","http://data.brla.gov/d/ir77-bp8g/visualization","42","21","1.61","0","0.00","0.43"
"data.brla.gov","2025","/dataset/asset-inventory-public-view/ir77-bp8g/related_content","http://data.brla.gov/dataset/asset-inventory-public-view/ir77-bp8g/related_content","42","21","1.64","0","0.00","1.00"
"data.brla.gov","2025","/transportation-and-infrastructure/btr-airport-signatory-airlines-passenger-stats/5ihf-n5qf/revisions/63/sources","http://data.brla.gov/transportation-and-infrastructure/btr-airport-signatory-airlines-passenger-stats/5ihf-n5qf/revisions/63/sources","42","42","18.85","0","0.00","0.00"
"data.brla.gov","2025","/d/crir-zwev/edit_metadata","http://data.brla.gov/d/crir-zwev/edit_metadata","42","42","108.21","0","0.00","0.21"
"data.brla.gov","2025","/housing-and-development/subject-property-points/tkta-8gdz/about_data","http://data.brla.gov/housing-and-development/subject-property-points/tkta-8gdz/about_data","42","42","96.48","0","0.00","0.00"
"data.brla.gov","2025","/housing-and-development/permits-last-14/nfjv-zdbk/revisions/0/soql","http://data.brla.gov/housing-and-development/permits-last-14/nfjv-zdbk/revisions/0/soql","42","42","231.76","0","0.00","0.21"
"data.brla.gov","2025","/transportation-and-infrastructure/btr-airport-signatory-airlines-passenger-stats/5ihf-n5qf/revisions/63/sources/350363396/schemas/345624697/output/350655688","http://data.brla.gov/transportation-and-infrastructure/btr-airport-signatory-airlines-passenger-stats/5ihf-n5qf/revisions/63/sources/350363396/schemas/345624697/output/350655688","42","42","25.32","0","0.00","0.00"
"data.brla.gov","2025","/d/m4y9-pj8t/visualization","http://data.brla.gov/d/m4y9-pj8t/visualization","42","42","0.25","42","1.00","1.00"
"data.brla.gov","2025","/environment/conveyance_zones/qwrb-mchd","http://data.brla.gov/environment/conveyance_zones/qwrb-mchd","41","41","7.72","41","0.22","0.22"
"data.brla.gov","2025","/government/bese-district/7bdd-82sw/about_data","http://data.brla.gov/government/bese-district/7bdd-82sw/about_data","41","41","0.25","0","0.00","1.00"
"data.brla.gov","2025","/admin/gateway/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0","http://data.brla.gov/admin/gateway/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0","41","41","0.83","0","0.00","0.22"
"data.brla.gov","2025","/government/bese-district/7bdd-82sw","http://data.brla.gov/government/bese-district/7bdd-82sw","41","41","6.17","41","0.22","0.22"
"data.brla.gov","2025","/admin/schedules/url","http://data.brla.gov/admin/schedules/url","41","41","0.00","0","0.00","0.00"
"data.brla.gov","2025","/profile/7zpa-inbb","http://data.brla.gov/profile/7zpa-inbb","41","41","11.48","0","0.00","0.22"
"data.brla.gov","2025","/datasets/big-demo::movebr-proposed-project/about","http://data.brla.gov/datasets/big-demo::movebr-proposed-project/about","41","41","0.25","0","0.00","1.00"
"data.brla.gov","2025","/admin/schedules/gateway","http://data.brla.gov/admin/schedules/gateway","41","41","4.62","0","0.00","0.22"
"data.brla.gov","2025","/dataset/site-analytics-asset-access/bpsy-xve9","http://data.brla.gov/dataset/site-analytics-asset-access/bpsy-xve9","41","41","5.00","0","0.00","0.22"
"data.brla.gov","2025","/dataset/street-names","http://data.brla.gov/dataset/street-names","41","41","0.25","41","1.00","1.00"
"data.brla.gov","2025","/housing-and-development/street-address/utpm-sxpk/data_preview","http://data.brla.gov/housing-and-development/street-address/utpm-sxpk/data_preview","41","41","8.31","0","0.00","0.22"
"data.brla.gov","2025","/admin/analytics","http://data.brla.gov/admin/analytics","41","41","12.64","0","0.00","0.22"
"data.brla.gov","2025","/transportation-and-infrastructure/street-sign/4mib-eu3q/about_data","http://data.brla.gov/transportation-and-infrastructure/street-sign/4mib-eu3q/about_data","41","41","0.25","0","0.00","1.00"
"data.brla.gov","2025","/admin/gateway","http://data.brla.gov/admin/gateway","41","41","20.78","0","0.00","0.22"
"data.brla.gov","2025","/housing-and-development/property-information/re5c-hrw9/2735342","http://data.brla.gov/housing-and-development/property-information/re5c-hrw9/2735342","40","40","0.25","40","1.00","1.00"
"data.brla.gov","2025","/government/judicial-family-court-section/4asr-6duw","http://data.brla.gov/government/judicial-family-court-section/4asr-6duw","35","35","0.25","35","1.00","1.00"
"data.brla.gov","2025","/housing-and-development/subdivision/gks8-t3yg/related_content","http://data.brla.gov/housing-and-development/subdivision/gks8-t3yg/related_content","35","35","0.00","0","0.00","0.00"
"data.brla.gov","2025","/government/dataset-of-datasets/stfb-qk35/explore","http://data.brla.gov/government/dataset-of-datasets/stfb-qk35/explore","35","35","5.01","0","0.74","0.26"
"data.brla.gov","2025","/transportation-and-infrastructure/bus-route/mu6c-es6q","http://data.brla.gov/transportation-and-infrastructure/bus-route/mu6c-es6q","35","35","0.25","0","0.00","1.00"
"data.brla.gov","2025","/housing-and-development/subdivision/gks8-t3yg/revisions/3/sources/353549727/schemas/348760960/output/353850061","http://data.brla.gov/housing-and-development/subdivision/gks8-t3yg/revisions/3/sources/353549727/schemas/348760960/output/353850061","35","35","8.93","0","0.00","0.26"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/353589304/schemas/348800309/output/353890709","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/353589304/schemas/348800309/output/353890709","35","35","14.39","0","0.00","0.26"
"data.brla.gov","2025","/housing-and-development/subdivisions/px43-apna/revisions/2/sources/353549078/schemas/348760320/output/353849395","http://data.brla.gov/housing-and-development/subdivisions/px43-apna/revisions/2/sources/353549078/schemas/348760320/output/353849395","35","35","11.50","0","0.00","0.26"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/agent/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0/esri/arcgis_online","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/agent/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0/esri/arcgis_online","35","35","14.00","0","0.00","0.26"
"data.brla.gov","2025","/housing-and-development/subdivision-geometry/gks8-t3yg/data_preview","http://data.brla.gov/housing-and-development/subdivision-geometry/gks8-t3yg/data_preview","35","35","0.84","0","0.00","0.26"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/353589304/schemas/348800309/output/353890441/mismatch","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/353589304/schemas/348800309/output/353890441/mismatch","35","35","70.20","0","0.00","0.26"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/agent/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0/esri/esri","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/agent/42921009-b6f5-4ad1-aed3-85a4bd3b3fe0/esri/esri","35","35","24.85","0","0.00","0.26"
"data.brla.gov","2025","/housing-and-development/subdivision/gks8-t3yg/revisions/3/sources","http://data.brla.gov/housing-and-development/subdivision/gks8-t3yg/revisions/3/sources","35","35","0.00","0","0.00","0.00"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/url","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources/url","35","35","34.62","0","0.00","0.26"
"data.brla.gov","2025","/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources","http://data.brla.gov/public-safety/baton-rouge-traffic-crash-incidents/7wah-qncc/revisions/160/sources","35","35","0.00","0","0.00","0.00"
"data.brla.gov","2025","/widgets/re5c-hrw9","http://data.brla.gov/widgets/re5c-hrw9","33","33","0.25","0","0.00","1.00"
"data.brla.gov","2025","/w/s58w-7isi/default","http://data.brla.gov/w/s58w-7isi/default","29","29","0.25","29","1.00","1.00"
"data.brla.gov","2025","/government/active-city-parish-employees/k9k4-embr/related_content","http://data.brla.gov/government/active-city-parish-employees/k9k4-embr/related_content","29","29","0.00","0","0.00","0.00"
"data.brla.gov","2025","/business-and-financial/sales-tax-collections/wzhh-xrbf/revisions/103/sources","http://data.brla.gov/business-and-financial/sales-tax-collections/wzhh-xrbf/revisions/103/sources","29","29","18.14","0","0.00","0.31"
"data.brla.gov","2025","/w/s8ex-w355/default","http://data.brla.gov/w/s8ex-w355/default","29","29","29.46","29","0.31","0.31"
"data.brla.gov","2025","/business-and-financial/sales-tax-collections/wzhh-xrbf/revisions/103/sources/354745892/schemas/349941342/output/355052406","http://data.brla.gov/business-and-financial/sales-tax-collections/wzhh-xrbf/revisions/103/sources/354745892/schemas/349941342/output/355052406","29","29","11.89","0","0.00","0.31"
"data.brla.gov","2025","/public-safety/city-court-warrants/3j5u-jyar/explore","http://data.brla.gov/public-safety/city-court-warrants/3j5u-jyar/explore","28","28","5.01","0","0.00","0.32"
"data.brla.gov","2025","/government/baton-rouge-city-court/shsq-4qar/about_data","http://data.brla.gov/government/baton-rouge-city-court/shsq-4qar/about_data","26","26","0.25","0","0.00","1.00"
"data.brla.gov","2025","/d/bqzt-2rgq/visualization","http://data.brla.gov/d/bqzt-2rgq/visualization","26","26","0.25","0","0.00","1.00"
"data.brla.gov","2025","/government/sales-tax-domicile/bqzt-2rgq/related_content","http://data.brla.gov/government/sales-tax-domicile/bqzt-2rgq/related_content","26","26","24.60","0","0.00","0.35"
"data.brla.gov","2025","/government/sales-tax-domicile/bqzt-2rgq/data_preview","http://data.brla.gov/government/sales-tax-domicile/bqzt-2rgq/data_preview","26","26","61.90","0","0.00","0.35"
"data.brla.gov","2025","/government/judicial-juvenile-court-section/9cxw-j2cu","http://data.brla.gov/government/judicial-juvenile-court-section/9cxw-j2cu","26","26","29.96","0","0.00","0.35"
"data.brla.gov","2025","/profile/5u4w-95mr","http://data.brla.gov/profile/5u4w-95mr","26","26","4.91","0","0.00","0.35"
"data.brla.gov","2025","/widgets/9g8x-h7ij","http://data.brla.gov/widgets/9g8x-h7ij","26","26","0.25","26","1.00","1.00"
"data.brla.gov","2025","/government/judicial-juvenile-court-section/qebx-d8aw/about_data","http://data.brla.gov/government/judicial-juvenile-court-section/qebx-d8aw/about_data","26","26","6.67","0","0.00","0.35"
"data.brla.gov","2025","/w/re5c-hrw9/default","http://data.brla.gov/w/re5c-hrw9/default","26","26","0.25","26","1.00","1.00"
"data.brla.gov","2025","/culture-and-recreation/ebrp-library-wifi-usage-stats/mtjw-7y57/revisions/37","http://data.brla.gov/culture-and-recreation/ebrp-library-wifi-usage-stats/mtjw-7y57/revisions/37","25","25","193.34","0","0.64","0.36"
"data.brla.gov","2025","/culture-and-recreation/cemetery/5f6n-rw2d/about_data","http://data.brla.gov/culture-and-recreation/cemetery/5f6n-rw2d/about_data","25","25","0.25","0","0.00","1.00"
"data.brla.gov","2025","/government/public-service-commission/metg-sudz/about_data","http://data.brla.gov/government/public-service-commission/metg-sudz/about_data","25","25","0.25","25","1.00","1.00"
